id,firstName,lastName,fullName,department,numEvals,overallRating,materialClear,studentDifficulties,courses,tags,courses_count,tags_count
2ca012c8-b3f8-4856-847b-906141fc2b0c,Carol,Littlefield-Halfman,Carol Littlefield-Halfman,LS,10,2.85,2.85,2.84,LS 230; LS 250,Zoom Office Hours:1; Flexible Attendance Policy:1; Uploads Slides:2; Class Handouts:1,2,4
2ce31b5d-c4ff-45cb-bc2e-b56063a4d05d,Stephen,Kwok-Choon,Stephen Kwok-Choon,ME,2,4,3.5,4,ME 212; ME 341,High In-Person Availability:1; Flexible Grading Policy:1; Uploads Slides:1,2,3
2ce8c1b8-2a6b-4990-887c-96091141be93,Nicholas,Sakellariou,Nicholas Sakellariou,CSC,12,4,4,4,CPE 300; CSC 300,,2,0
2d0056e1-3360-4463-96db-1cdcfdfa2f55,Foaad,Khosmood,Foaad Khosmood,CSC,15,2.36,2.49,2.05,CPE 101; CSC 101; CSC 171; CPE 357; CSC 357; CPE 453; CSC 453; CSC 466; CSC 480,,9,0
2d07668c-ace5-428b-a106-7ad88679a70e,Aaron,Ramirez,Aaron Ramirez,HIST,1,4,4,4,HIST,Recorded Lectures:1; Flexible Deadline Policy:1,1,2
2d17f3bc-d7bd-483c-8120-f4e31e5a9712,Tim,Jain,Tim Jain,ME,4,4,3,3.75,ME 228; ME 211,Class Handouts:1; Supplemental Study Material:3; Flexible Attendance Policy:1; Flexible Deadline Policy:1; Uploads Slides:1,2,5
2d1969b9-bcbf-4c1d-a2ca-f9fc13caa843,Matthew,Ruby,Matthew Ruby,DSCI,1,4,4,4,DSCI 230,,1,0
2d85c20a-6ff9-455d-8826-0644a5b91307,Robyn,Kaplan,Robyn Kaplan,SOC,1,4,4,4,SOC 110,,1,0
2da4ee86-3571-4a4a-8536-2a1a740e0c7a,Elizabeth,Reynolds,Elizabeth Reynolds,ASCI,25,2.57,2.4,2.59,ASCI 223; AG 360; ASCI 290,Fast Response Time:1; Inflexible Attendance Policy:1; Uploads Slides:5; Class Handouts:1; Supplemental Study Material:1; Zoom Office Hours:1; High In-Person Availability:1,3,7
2db4f9ae-90f9-4225-ac89-1408339ba2f2,Keela,Retallick,Keela Retallick,ASCI,11,2.64,2.64,2.36,ASCI 221,,1,0
2dcf3cc4-db89-468b-a24f-a9c15bb663ca,Polly,Mead,Polly Mead,BUS,5,2.67,2.5,2.67,BUS 214; BUS 215; MU 324,,3,0
2def1bec-8a0f-49bf-94f3-e96ac080447c,Alex,LeBrun,Alex LeBrun,PHIL,10,4,4,4,PHIL 126; PHIL 231,Recorded Lectures:3; Fast Response Time:2; Does Not Use Canvas:2; Zoom Office Hours:1; Class Handouts:3; Flexible Attendance Policy:1; Supplemental Study Material:1; Pop Quizzes:2; Flexible Grading Policy:2,2,9
2df26f80-d110-4f4c-879c-33c34d0b81fe,Don,Ryujin,Don Ryujin,PSY,158,3.8,3.79,3.67,PSY 101; PSY 102; PHYS 201; PSY 201; PSY 202; PSY 217; PSY 251; PSY 305,,8,0
2e0f9bad-5890-4937-9ff1-97e2fc35f7b2,Heather,Smith,Heather Smith,STAT,121,2.49,2.62,2.45,STAT 211; STAT 218; STAT 221; STAT 251; STAT 252; STAT 312; STAT 421; STAT 512,Zoom Office Hours:6; Class Handouts:2; Supplemental Study Material:4; Recorded Lectures:4; Inflexible Attendance Policy:2; High In-Person Availability:1; Fast Response Time:2; Inflexible Deadline Policy:1; Inflexible Grading Policy:1,8,9
2e1da759-8c4f-4aca-b3f2-9c7a30b711ae,Ali,Dehghan-Banadaki,Ali Dehghan-Banadaki,EE,23,3.04,3.03,3.3,EE 255; EE 228; EE 113; EE 314; EE 201; EE 145; EE 407; EE 295,Uploads Slides:6; High In-Person Availability:2; Supplemental Study Material:1; Inflexible Deadline Policy:1; Inflexible Grading Policy:1; No Breaks During Lecture:1; Class Handouts:1; Flexible Grading Policy:1; Honor DRC Accommodations:1; Fast Response Time:2; Zoom Office Hours:2; Flexible Deadline Policy:1,8,12
2e224577-efd2-4fdd-8ecd-442416e02a3d,Carter,Foy,Carter Foy,ME,4,4,4,4,ME 420,Hybrid Option:2; Flexible Attendance Policy:1; Flexible Grading Policy:1; Inflexible Grading Policy:1; No Breaks During Lecture:2; Does Not Use Canvas:1; Honor DRC Accommodations:1,1,7
2e268f25-57b0-4768-99ab-3a5f2e028fac,Ceylan,Cemali,Ceylan Cemali,WGS,8,2.12,1.63,2.12,WGS 145,Inflexible Deadline Policy:2; Inflexible Grading Policy:2; Honor DRC Accommodations:2; Zoom Office Hours:1; Fast Response Time:1,1,5
2e4c1a87-e55e-4352-90ce-c777ad720c27,Kelly,Lyle,Kelly Lyle,MATH,6,0.17,0,0.5,MATH 118,Inflexible Deadline Policy:3; Inflexible Grading Policy:2,1,2
2e6a9669-5ee1-42a9-beed-64ac685572a1,Christopher,Hayter,Christopher Hayter,ENGL,13,2.3,1.69,2.15,ENGL 145,Fast Response Time:4; Uploads Slides:1,1,2
2e90246e-ef43-474b-9ea7-31d9b7182b71,Chris,Clark,Chris Clark,CRP,16,3.75,3.75,3.75,CRP 101; CRP 212; CRP 404; CRP 408; CRP 412; CRP 420; CRP 430; CRP 535,,8,0
2eaaf2f7-e4fb-4775-b867-74bc6c5f044d,Ramasubramian,Krishnan,Ramasubramian Krishnan,BUS,4,2.8,2.2,3.2,BUS 346,,1,0
2eb081aa-cebb-48bc-815f-fece04fb7240,Terrin,Warren,Terrin Warren,MATH,5,1.6,2,1.2,MATH 248; MATH 141,Inflexible Attendance Policy:2; Class Handouts:1; Inflexible Deadline Policy:1; Inflexible Grading Policy:1,2,4
2eddfb21-a7a4-4e84-bd90-78ad821e9b8a,Victoria,Adelman,Victoria Adelman,KINE,5,3.2,3.6,3.4,KINE 382; KINE 323; KINE 324,Flexible Attendance Policy:1; Fast Response Time:1; Flexible Deadline Policy:2; Flexible Grading Policy:2; Hybrid Option:1; Inflexible Attendance Policy:1; Class Handouts:2,3,7
2ee47326-1f5b-40f1-895e-a061b7f5a57a,Damien,Barnes,Damien Barnes,PHIL,21,3.91,3.91,3.91,PHIL 126; PHIL 230,Zoom Office Hours:4; Fast Response Time:5; Uploads Slides:8; Flexible Attendance Policy:3; Pop Quizzes:1; Flexible Grading Policy:1; Flexible Deadline Policy:2; Recorded Lectures:1; High In-Person Availability:2; Inflexible Attendance Policy:1; Honor DRC Accommodations:1,2,11
2ee69dc7-506a-47a8-b822-a56acdd6ae46,Stephen,Stern,Stephen Stern,BUS,43,3.65,3.58,3.6,BUS 207; JOUR 302; BUS 404,,3,0
2eed0992-a5ac-4478-bcc3-7df2a4ac06ef,Lauren,Beck,Lauren Beck,ISLA,6,3.83,3.83,3.67,ISLA 340; ENGL 145; ENGL 147,Recorded Lectures:1; Flexible Deadline Policy:5; No Breaks During Lecture:1; Hybrid Option:1; Flexible Attendance Policy:2; Fast Response Time:3; High In-Person Availability:1; Uploads Slides:1; Zoom Office Hours:1,3,9
2efa98a4-d3da-420e-bc70-fc907156435f,Anton,Kaul,Anton Kaul,MATH,159,3.58,3.63,3.44,MATH 141; MATH 142; MATH 143; MATH 206; MATH 224; MATH 241; MATH 244; MATH 248; MATH 306; MATH 406; MATH 459; MATH 481; MATH 482; AEPS 118; MATH 118,High In-Person Availability:4; Fast Response Time:4; Supplemental Study Material:1; Does Not Use Canvas:1; Inflexible Grading Policy:1; No Breaks During Lecture:1; Flexible Attendance Policy:5; Flexible Grading Policy:1; Flexible Deadline Policy:1,15,9
2f08a398-4ed3-4eb1-862b-b93a246fd003,Samy,Elangovan,Samy Elangovan,CHEM,6,0.5,0.33,0.5,CHEM 312; CHEM 127; CHEM 124,,3,0
2f1f8ab9-bfa4-44e9-8405-53d20f7e310f,James,Vilkitis,James Vilkitis,NR,34,1,1.24,0.89,FNR 140; FNR 306; FNR 321; FNR 416; FNR 425; FNR 465,,6,0
2f359626-536f-4322-81f0-293d61429a57,Stephen,Hamilton,Stephen Hamilton,ECON,45,3.45,3.4,3.48,ECON 201; ECON 221; ECON 310; ECON 311; ECON 403; ECON 431; ECON 432,Inflexible Attendance Policy:1; No Breaks During Lecture:1,7,2
2f64b22e-2a22-4908-9bfe-d528077127e4,Neal,King,Neal King,BUS,10,1.49,1.4,1.1,BUS 391; BUS 392,Inflexible Attendance Policy:5; Inflexible Grading Policy:1; No Breaks During Lecture:3,2,3
2f832159-0417-459d-8592-8bf20c99a0cb,Clint,Staley,Clint Staley,CSC,209,2.31,2.5,2.16,CPE 101; CSC 101; CSC 102; CPE 108; CSC 108; CPE 109; CSC 109; CSC 234; CSC 303; CPE 305; CSC 305; CPE 349; CSC 349; CPE 357; CSC 357; CPE 365; CSC 365; CPE 435; CSC 435; CSC 490,,20,0
2f91c685-dd65-4057-967b-f172fda20d01,Richard,Emberley,Richard Emberley,ME,1,3,2,4,ME,,1,0
2fa02879-9ec0-4c35-a6dc-1e755cc1091a,Morgan,White,Morgan White,ENGL,5,4,4,4,ENGL 147; ENGL 317,Hybrid Option:2; Recorded Lectures:2; Inflexible Attendance Policy:2; Fast Response Time:2; Honor DRC Accommodations:1; Uploads Slides:1; Zoom Office Hours:2,2,7
2fc4a599-8b33-4f80-bced-a7169635b458,Leslie,Labhard,Leslie Labhard,ITP,3,3,3.25,3.5,IT 336; IT 341,,2,0
2fcd13c7-b41e-4668-b0b2-2875159da73f,Patrick,Howe,Patrick Howe,JOUR,11,2.15,2.08,2,JOUR 285; JOUR 350; JOUR 352; JOUR 390; JOUR 401,,5,0
2fd2e95d-265a-4f58-ace9-d09125f2d723,Anan,Sheth,Anan Sheth,BUS,2,4,4,4,BUS 310,Inflexible Attendance Policy:1; Flexible Deadline Policy:1; No Breaks During Lecture:1,1,3
2ffb8075-976b-4331-8ea5-ce410735b49a,Paul,Hiltpold,Paul Hiltpold,HIST,103,2.94,3.07,2.83,HIST 110; HIST 210; HIST 215; HIST 306; HIST 315; HIST 347; HIST 348; HIST 415; HIST 441; HIST 453; HIST 500,,11,0
2ffcd9a9-9c66-470a-99cb-79678559847e,Amanda,Emberly,Amanda Emberly,ME,6,2.33,2.17,2.67,ME 234; ME 211,Uploads Slides:2; High In-Person Availability:2; Supplemental Study Material:1; Inflexible Grading Policy:1,2,4
301050f4-eea1-44cf-b7a2-b24626c91cad,Joe,Whitt,Joe Whitt,COMS,6,4,4,4,COMS 101,Zoom Office Hours:2; Recorded Lectures:1,1,2
301ef50a-d3ae-495d-90e4-8990ab1461c6,Colum,Yip,Colum Yip,ENGL,6,3.5,3.67,4,ENGL 492; ENGL 495; ENGL 497; ENGL 395; ENGL 391,Flexible Deadline Policy:3; Class Handouts:2; Pop Quizzes:1; Fast Response Time:3; Uploads Slides:3; No Breaks During Lecture:1; Supplemental Study Material:1,5,7
3022383d-8545-4529-9320-c24a8fee2fad,Mary,Forte,Mary Forte,ENGL,62,3.09,3.29,3.14,ENGL 134; ENGL 148; ENGL 149; HNRS 149; ENGL 218; ENGL 310,,6,0
3036da17-d0a3-476d-9f31-cd268ed0e2df,Thomas,Mackin,Thomas Mackin,ME,26,3.08,2.96,3.48,ME 211; ME 212; ME 328; ME 329,Zoom Office Hours:2; Flexible Attendance Policy:1; Uploads Slides:1; Recorded Lectures:2; Honor DRC Accommodations:1,4,5
30527664-6bb5-4322-a36d-f743c3406aa2,Mark,Lewis,Mark Lewis,COMS,3,2.5,2.25,1.75,SPC 201,,1,0
305e940e-1d28-4ed8-b5ef-94f9964c8e04,Sean,Hurley,Sean Hurley,AGB,49,2.89,3.17,2.78,AGB 212; AGB 260; AGB 313; AGB 321; AGB 322; AGB 328; AGB 435; AGB 461,Hybrid Option:1; Flexible Attendance Policy:2; Uploads Slides:1; Fast Response Time:1; Inflexible Grading Policy:1,8,5
3074c7a5-859f-4607-9227-e4d07719770f,Sean,Gager,Sean Gager,IME,1,4,4,4,IME,,1,0
308e3cfe-1c00-415f-90ce-2bf60f5898c1,Steve,Hannig,Steve Hannig,BRAE,1,4,4,4,BRAE,Flexible Deadline Policy:1; Flexible Grading Policy:1,1,2
30c96c53-3029-4929-be3b-5391f656cb7f,Jr.,Bailey,Jr. Bailey,CHEM,6,2.71,3,2.57,CHEM 316; CHEM 317; CHEM 318,,3,0
30d7ee97-cda1-40c0-a260-b5e69be7f23c,Paul,Anderson,Paul Anderson,CSC,2,3,3,3,CSC 466; CSC 448,Flexible Deadline Policy:1,2,1
30dbcf40-143a-465e-a5c2-4a4b22c68618,Michael,Draze,Michael Draze,CRP,1,1,0.5,0.5,CRP 430,,1,0
30dfd290-ee97-4dc6-b4fe-cc99edc0b171,Sean,Lema,Sean Lema,BIO,37,3.15,3.23,3.15,BIO 161; BIO 243; BIO 263; BIO 328; MSC 328; MSCI 300; BIO 407,Recorded Lectures:1; Uploads Slides:4; No Breaks During Lecture:1; High In-Person Availability:1; Supplemental Study Material:3; Honor DRC Accommodations:1; Class Handouts:1,7,7
30ecf898-f76d-4c5b-b5af-2a1811ccf3e6,Mohammad,Noori,Mohammad Noori,ME,34,2.86,2.84,2.86,ME 211; ME 318,Recorded Lectures:2; Flexible Attendance Policy:1; Flexible Grading Policy:1; Zoom Office Hours:1,2,4
30ed9378-a398-4aed-96e2-8b1ef56ee332,Michael,Carver,Michael Carver,HIST,55,3.97,3.97,3.97,HIST 102; HIST 201; HIST 202; HIST 336,,4,0
30f9d2b0-8ff3-4df4-8472-b80faef4b858,Kris,Morey,Kris Morey,FSN,4,2,2.2,1.6,FSN 328; FSN 415,,2,0
3100296b-aa65-41e7-b10f-453a03a3b64a,Sarah,Stewart,Sarah Stewart,ASCI,9,3.66,3.79,3.12,ASCI 224; ASCI 112; ASCI 101,Fast Response Time:2; Honor DRC Accommodations:1; Uploads Slides:4; Inflexible Attendance Policy:2; High In-Person Availability:1; Class Handouts:1,3,6
31076513-620c-4f98-a714-9759b286d4c3,Shreeshan,Jena,Shreeshan Jena,BMED,3,4,4,4,BMED 460,High In-Person Availability:1; Flexible Deadline Policy:2; Uploads Slides:3; Fast Response Time:2; Flexible Grading Policy:1,1,5
310e9f01-8166-492d-8f37-83c8ddd7e511,Liz,Johnston,Liz Johnston,SOC,43,2.02,2.03,2.36,SOC 101; SOC 110; SOC 111; SOC 301; SOC 306; SOC 326; SOC 413; SOC 323,,8,0
314f67ae-c712-4af4-ab43-0542679ea617,Amber,Lake,Amber Lake,LA,5,3.6,3.4,3.6,LA 212,Flexible Attendance Policy:2; Uploads Slides:2; Fast Response Time:1,1,3
316c4eac-bf24-409e-ae93-7e2bbc01a0a2,Keith,Wiley,Keith Wiley,ARCH,32,3.56,3.44,3.32,ARCH 101; ARCH 105; EDES 112; ARCH 121; ARCH 131; ARCH 132; ARCH 133; ARCH 160; ARCH 251; ARCH 252,Flexible Attendance Policy:5; Flexible Deadline Policy:4; Flexible Grading Policy:2; High In-Person Availability:1; Uploads Slides:1,10,5
31933a4e-c694-47f4-b957-484eccf248d6,Bart,Victor,Bart Victor,BUS,1,4,4,4,BUS,Fast Response Time:1; Inflexible Attendance Policy:1,1,2
319b2330-1591-44b7-892f-141c562384ec,Chokri,Sendi,Chokri Sendi,AERO,11,2.27,1.82,2.18,AERO 121; AERO 220; AERO 300,Uploads Slides:3; Inflexible Grading Policy:2; Fast Response Time:1; Supplemental Study Material:1; Flexible Grading Policy:3; High In-Person Availability:1; Flexible Attendance Policy:1,3,7
31a7bcad-9d07-4f6d-94db-4cb15faa22e5,Dallas Taylor,Donnell,Dallas Taylor Donnell,ES,16,4,4,4,ES 254,Recorded Lectures:1; Fast Response Time:6; Flexible Deadline Policy:2; Class Handouts:1; Supplemental Study Material:2; Uploads Slides:7; Flexible Attendance Policy:1; High In-Person Availability:1; Honor DRC Accommodations:2; No Breaks During Lecture:3,1,10
31b36c17-43d1-4421-8d14-1fc432424f7d,Julie Spencer,Rodgers,Julie Spencer Rodgers,PSY,4,3.5,3.5,3.5,PSY 320; PSY 465,,2,0
31c57dd4-0bb3-4487-9add-e6e76f89d4ce,John,McKinstry,John McKinstry,SOC,61,2.84,2.77,2.66,SOC 105; SOC 110; HIST 213; HUM 310; SOC 310; SOC 315; SOC 325; SOC 350,,8,0
31cd2f5e-2927-4481-b09b-6588f5358a0a,Serim,Denel,Serim Denel,ARCH,11,2.17,2.25,2.08,ARCH 217; ARCH 218; ARCH 317; ARCH 319; ARCH 351; ARCH 352,,6,0
31f8e995-c234-47a1-9128-5308a772c12a,Scott,Hamilton,Scott Hamilton,ENGL,11,2.91,2.91,3.55,ENGL 145,Flexible Attendance Policy:2; Flexible Deadline Policy:3; Uploads Slides:3; Inflexible Grading Policy:1; High In-Person Availability:3; Fast Response Time:1,1,6
31fa4ff6-d393-412f-8663-2c1f138a099a,Mike,Marlow,Mike Marlow,ECON,124,2.73,2.85,2.42,ECON 201; ECON 221; ECON 222; ECON 311; ECON 410; ECON 424; ECON 464; GSB 500; GSB 523; GSB 533,,10,0
32143f19-71e5-4473-ba1c-713fed49f38c,Peter,Brown,Peter Brown,CRP,5,1.17,2.17,1.83,CRP 214; CRP 215,,2,0
321b942c-905c-4c13-888a-7ea7f9bcb810,Connor,Kingsbury,Connor Kingsbury,ME,5,4,4,4,ME 130; ME 251; ME 129,Fast Response Time:2; Inflexible Attendance Policy:1; Class Handouts:2; Pop Quizzes:1,3,4
3264539b-38c2-485f-b98d-3ea6f1fbd510,Hyeonik,Song,Hyeonik Song,ME,4,3.75,3.75,4,ME 211; ME 429,Class Handouts:1; Supplemental Study Material:2; Uploads Slides:1; Inflexible Attendance Policy:1,2,4
32a1f4d6-48d5-4269-8b29-ca85338c1918,James,Sena,James Sena,BUS,53,1.65,1.5,1.63,BUS 371; BUS 382; BUS 390; BUS 391; BUS 401; MIS 422; MIS 435; BUS 496; BUS 498; IT 520; GSB 522,,11,0
32ae918f-8b5e-4fed-ade0-861ac39bae02,Michael,Blum,Michael Blum,GRC,5,2.75,3.5,3.25,GRC 202; GRC 338; GRC 429,,3,0
32bf6d27-7e57-4bce-830d-b3381547f3e8,Leah,Ransom,Leah Ransom,COMS,2,4,4,4,COMS 126,Flexible Deadline Policy:1; Uploads Slides:2; Zoom Office Hours:1; Inflexible Attendance Policy:1,1,4
32c72979-0880-4514-9bad-20165fa73bd2,Joe,Mello,Joe Mello,ME,42,3.33,3.38,3.24,BIO 111; ME 128; ME 210; ME 211; ME 212; ME 328; ME 329; ME 412,Class Handouts:2; Inflexible Grading Policy:1; Zoom Office Hours:1; Flexible Grading Policy:1,8,4
32f6a2b7-d906-4b5d-8ff6-00257d891bb1,Todd,Porter,Todd Porter,POLS,3,4,3.33,4,POLS 245; POLS 111,Zoom Office Hours:1; Fast Response Time:1; Flexible Deadline Policy:1,2,3
332982f7-7f1f-4e39-8e49-ccde8bd79f1b,Jennifer,Lewis,Jennifer Lewis,SOC,122,3.42,3.43,3.29,ANT 101; ANT 201; SOC 201; SOC 202; ANT 250; ANT 302; ANT 360; SOC 360; ANT 415,Flexible Attendance Policy:1; High In-Person Availability:1; Fast Response Time:3; Class Handouts:1; Supplemental Study Material:1,9,5
335aff78-6ef9-43b6-9163-9fe28f92879e,Carrie,Langner,Carrie Langner,PSY,16,3.24,3.29,3.12,PSY 252; PSY 256; PSY 352; PSY 360,,4,0
3385d6b4-c065-4d7b-bc6c-46ece07d03fa,Cassidy,Bewley,Cassidy Bewley,NR,1,4,4,4,NR,,1,0
340f1a48-a770-4366-8d21-5150166e67ed,Jennifer,Retsek,Jennifer Retsek,CHEM,139,3.4,3.44,3.36,CHEM 111; CHEM 124; CHEM 125; CHEM 127; CHEM 128; CHEM 129; CHEM 142,High In-Person Availability:5; Uploads Slides:6; Flexible Attendance Policy:1; Class Handouts:6; Fast Response Time:2; Supplemental Study Material:2; No Breaks During Lecture:1; Inflexible Attendance Policy:1; Honor DRC Accommodations:1,7,9
34324be2-ac9d-4785-8750-eeb96d6a8ae6,Majid,Raja,Majid Raja,ITP,4,2.5,2.25,2.5,IT 371,,1,0
34703f84-c212-415b-8617-b55668b41a37,John,Lawson,John Lawson,ARCE,3,3.6,3.2,3.4,ARCE 211; ARCE 422,,2,0
348df0de-70b1-4831-969f-76c7e1b28778,Rita,Abi-Ghanem,Rita Abi-Ghanem,SS,2,1.5,2.5,1,SS 120,,1,0
34963895-4e58-41af-8107-fbf42bf54fc5,Mary,Garcia-Lemus,Mary Garcia-Lemus,PSY,36,3.3,3.35,3.38,CD 203; EDUC 207; PSY 252; PSY 256; PSY 323; PSY 333; PSY 413; CD 417; PSY 417,,9,0
34aedde4-0896-44a2-ac4e-863ef80eb2d7,Renny,Avey,Renny Avey,AGB,15,3.81,3.75,3.63,AGB 212; AGB 310; AGB 324,,3,0
34b22770-1fc8-48cf-922a-fb61ec6acf88,Patricia,Engle,Patricia Engle,WGS,6,1,0.86,1.57,WS 311; PSY 329; ENVE 350,,3,0
34b4116c-3b60-4c23-823a-33250d98cbe2,Stern,Neill,Stern Neill,BUS,30,3.15,3.05,2.99,BUS 342; BUS 346; BUS 413; BUS 418; BUS 446,Uploads Slides:6; Flexible Attendance Policy:2; Inflexible Deadline Policy:1; Fast Response Time:1; Recorded Lectures:1; Hybrid Option:2; Supplemental Study Material:1,5,7
34c1c480-7590-4b17-ac8b-4f574092d813,Benjamin,Hawkins,Benjamin Hawkins,EE,4,2.75,1.75,3.5,BMED 310; BMED 432; BMED 434,Uploads Slides:3; Inflexible Attendance Policy:1; No Breaks During Lecture:1,3,3
34c2c46f-132f-42cf-8375-7c9ec9c401de,Kathleen,Hogue,Kathleen Hogue,MATH,2,3,3,3,MATH; MATH 142,,2,0
3510e39e-ea82-44fc-8e33-a77b358fcbcb,Michele,Roest,Michele Roest,BIO,9,3.78,3.66,3.78,BIO 227; BIO 222,Fast Response Time:1; Uploads Slides:3; Flexible Attendance Policy:3; Recorded Lectures:2,2,4
35331f22-b167-4fd5-a391-9cd76c7ae566,Sarah,Harding,Sarah Harding,ME,27,2.88,2.79,2.65,ME 128; ME 134; ME 229; ME 234; ME 240; ME 263,Inflexible Attendance Policy:1; Inflexible Deadline Policy:1; Pop Quizzes:1; Flexible Deadline Policy:1; Flexible Grading Policy:1; Honor DRC Accommodations:1; Fast Response Time:1,6,7
35432006-b139-4b88-a35f-4c2953f553ad,Diana,Olave,Diana Olave,ARCH,2,4,4,3,ARCH 219; ARCH 251,Fast Response Time:1; Supplemental Study Material:1; Uploads Slides:1,2,3
35492fe1-2167-44a7-9717-1226bbac1710,Joseph,Callenes-Sloan,Joseph Callenes-Sloan,CPE,3,3,2,3,CPE 333; CPE 133,,2,0
356a4453-3567-4d2e-98f3-42f9d743c65a,Eric,Pulse,Eric Pulse,IME,12,3.71,3.53,3.77,IME 143; IME 145; IME 146,,3,0
358dfdd2-9925-4f26-99f0-be3d8addc838,Kendra,Williams,Kendra Williams,PSY,21,3.66,3.66,3.76,PSY 256; CD 306; PSY 306; SOC 306; PSY 323; PSY 329; PSY 370; PSY 405,Uploads Slides:3; No Breaks During Lecture:3; Inflexible Attendance Policy:1,8,3
359505b3-25c9-4b7b-a88c-7dfef0ec7f4e,Lara,Schubert,Lara Schubert,WGS,2,3,3.5,3,WGS 350,Hybrid Option:1,1,1
359f3007-aa22-40a4-be9a-42b3e9a990b2,Frank,Giron,Frank Giron,STAT,13,1.76,1.38,2.23,STAT 217; STAT 312; STAT 251,Flexible Attendance Policy:2; Recorded Lectures:1; Flexible Grading Policy:1; Uploads Slides:1,3,4
35e2b442-3af2-4261-a0c8-066222500c47,Maria,Velasquez,Maria Velasquez,MATH,6,1,1,0.83,MATH 143; MATH 244,,2,0
35fcef80-76f9-4e04-ac2f-fced2877aee9,Susan,Hawk,Susan Hawk,FSN,10,3,3.27,2.64,FSN 210; FSN 429,,2,0
36741c81-b695-4e41-8202-070a9e430329,Barry,Williams,Barry Williams,ARCH,2,4,3.5,3.5,ARCH 451; ARCH 481,,2,0
368b5ef5-1453-433f-b243-db8adda64b60,Francisco,Alvarez,Francisco Alvarez,MATH,2,3.5,3.5,3,MATH 142; MATH 244,,2,0
36adeba9-671a-4895-9fc0-e8ba8ff16368,Tina,Smilkstein,Tina Smilkstein,EE,32,2.36,2.18,2.51,CPE 129; EE 229; CPE 269; EE 269; EE 307; EE 308; EE 347; EE 348; EE 431; CPE 133; CPE 229,,11,0
36c1300e-27b0-4a89-ab05-285b745c4e89,Marilyn,Tseng,Marilyn Tseng,FSN,37,2.03,2.13,2.01,FSN 255; KINE 255; KINE 298; HLTH 298; HLTH 318,Fast Response Time:1; Flexible Attendance Policy:1; Flexible Grading Policy:1; Zoom Office Hours:1,5,4
36c9036d-6ae2-4dff-ae74-8213ca6f24e1,William,Harrison,William Harrison,BUS,6,3.83,3.5,3.67,BUS 391,Flexible Attendance Policy:4; Class Handouts:1; Uploads Slides:3; Flexible Deadline Policy:2,1,4
36d7394d-ef0d-4080-bb78-a095b4d17ecd,Allan,Hauck,Allan Hauck,CM,3,1.8,2,2.2,CM 332,,1,0
37463abd-6f59-4dbc-846f-9533bf7f82d9,Louis,Harper,Louis Harper,AEPS,4,3,2.33,2.33,CRSC 131; CRSC 331,,2,0
37c6274e-1b70-48e2-acba-5611c4ed6dfa,George,Gallagher,George Gallagher,ASCI,4,3.25,3.25,3.25,ASCI 112,High In-Person Availability:1; Uploads Slides:3; No Breaks During Lecture:2; Fast Response Time:1; Flexible Attendance Policy:1; Pop Quizzes:1,1,6
37d3be41-d285-44e1-aa8e-00b14f968018,Eric,Kantorowski,Eric Kantorowski,CHEM,49,3.58,3.65,3.46,CHEM 216; CHEM 217; CHEM 218; CHEM 312; CHEM 316; CHEM 317; CHEM 318; CHEM 326; CHEM 470,Recorded Lectures:1; Flexible Attendance Policy:1; Class Handouts:1,9,3
37e96a91-b90b-41f2-9462-146171078359,Brandiff,Caron,Brandiff Caron,ISLA,4,3.5,4,3.5,ISLA 123,Fast Response Time:2; Flexible Grading Policy:1; Honor DRC Accommodations:1; Pop Quizzes:2,1,4
37efe7d9-8e01-4828-9ca2-ae7c5368be4a,Elizabeth,Folk,Elizabeth Folk,ART,1,4,4,4,ART,High In-Person Availability:1; Flexible Attendance Policy:1,1,2
383d245d-b348-4819-970a-e65c5e109e4b,Cassandra,Carlson,Cassandra Carlson,COMS,14,3.69,3.63,3.63,COMS 101; COMS 312; COMS 316; COMS 322; COMS 470,,5,0
38543400-c599-4d81-afdc-c6a3a350e24b,Tsvetan,Aleksandrov,Tsvetan Aleksandrov,CHEM,18,2.01,1.4,2.34,CHEM 129; CHEM 128; CHEM 125; CHEM 124,Uploads Slides:7; Zoom Office Hours:2; Honor DRC Accommodations:1; Inflexible Grading Policy:1; No Breaks During Lecture:1; Pop Quizzes:1; Supplemental Study Material:2; Flexible Grading Policy:1,4,8
387102af-54cc-4e92-b6a4-75e7f5d58acc,Rodrigo Manjarin,Arredondo,Rodrigo Manjarin Arredondo,ASCI,17,2.08,1.61,1.68,ASCI 220; ASCI 229; ASCI 363; ASCI 351,Recorded Lectures:1; Fast Response Time:1; Uploads Slides:1,4,3
387d47d5-34a8-4bec-95fd-591967e99ecf,Edmond,Saliklis,Edmond Saliklis,ARCE,25,2.53,2.37,2.48,ARCH 131; ARCE 133; ARCH 133; ARCE 212; ARCE 223; ARCE 225; ARCE 226; ARCE 260; ARCE 316; ARCE 412; ARCE 106,,11,0
38c776d5-4959-4237-8c57-e31263fbefb9,Jennifer,Shields,Jennifer Shields,ARCH,3,3.67,4,3.33,EDES 123; ARCH 133,Recorded Lectures:2; Class Handouts:1; Uploads Slides:2; Zoom Office Hours:1; Flexible Attendance Policy:1,2,5
38c86d30-69a9-4ed4-83aa-204d6f48af1f,Ian,McKay,Ian McKay,PHIL,20,3.29,3.57,3.14,PHIL 126,,1,0
